Date,Open,High,Low,Close,Vol
2005-06-07,133.28,136.77,131.21,132.81,541064
2005-06-08,132.83,143.72,132.14,142.39,1249253
2005-06-09,141.86,144.62,137.97,141.77,1181153
2005-06-10,141.52,142.79,137.11,138.64,784986
2005-06-13,138.87,142.05,136.79,139.81,684253
2005-06-14,139.94,142.13,136.85,137.66,643247
2005-06-15,136.58,138.27,133.20,135.09,443120
2005-06-16,134.88,138.65,133.14,137.45,397456
2005-06-17,137.98,139.85,134.79,137.41,448197
2005-06-20,136.86,141.02,134.63,140.24,582707
2005-06-21,140.32,141.53,137.91,139.29,499180
2005-06-22,138.88,141.11,137.55,140.08,483977
2005-06-23,139.77,141.30,137.78,138.92,564315
2005-06-24,138.50,140.16,137.38,139.51,382100
2005-06-27,140.24,143.76,139.66,142.03,854689
2005-06-28,141.62,142.98,139.45,140.95,503067
2005-06-29,140.65,142.09,138.57,139.94,464946
2005-06-30,139.79,140.58,135.92,137.19,445697
2005-07-01,136.27,137.39,131.95,133.16,468810
2005-07-04,132.11,133.81,128.66,132.20,390373
2005-07-05,132.00,134.46,130.46,132.71,298965
2005-07-06,132.84,134.11,128.98,130.46,352592
2005-07-07,130.12,132.37,128.28,130.60,281486
2005-07-08,129.96,131.12,126.36,127.95,348886
2005-07-11,128.61,131.46,125.36,126.57,357406
2005-07-12,125.37,130.66,123.92,129.75,526361
2005-07-13,129.13,130.64,126.56,128.42,378018
2005-07-14,127.70,130.84,126.21,128.68,381954
2005-07-15,128.50,130.66,126.00,127.71,500624
2005-07-18,127.35,128.43,123.70,125.33,396075
2005-07-19,125.02,127.32,123.53,125.99,361865
2005-07-20,125.91,129.40,124.65,128.04,493125
2005-07-21,127.96,129.62,125.64,127.70,433110
2005-07-22,128.31,133.22,126.70,131.09,817473
2005-07-25,130.60,133.36,129.24,132.01,526492
2005-07-26,131.78,135.36,131.02,134.11,772073
2005-07-27,133.98,136.38,132.49,135.76,662827
2005-07-28,135.69,137.65,133.60,135.02,910050
2005-07-29,134.28,135.65,132.13,133.80,532456
2005-08-01,133.95,136.20,132.51,134.57,468744
2005-08-02,134.60,136.70,133.31,136.15,588963
2005-08-03,136.46,138.97,135.09,136.90,1094703
2005-08-04,136.12,137.65,133.96,135.63,629571
2005-08-05,135.84,139.45,135.16,138.69,978517
