Date,Open,High,Low,Close,Vol
2022-04-07,49.98,76.80,49.11,63.33,8709525
2022-04-08,57.11,66.66,55.28,57.09,6516163
2022-04-11,52.89,56.30,50.08,51.70,5085721
2022-04-12,50.83,58.44,50.23,56.30,5598680
2022-04-13,53.96,54.80,50.51,50.67,5064743
2022-04-14,48.20,48.53,45.98,46.02,4758771
2022-04-15,46.90,49.90,45.31,45.79,3983394
2022-04-18,43.50,44.88,42.60,44.43,3362004
2022-04-19,43.03,45.60,43.03,44.43,2643259
2022-04-20,43.89,44.87,42.66,42.85,2565478
2022-04-21,42.20,44.29,41.30,42.30,2709750
2022-04-22,42.39,45.35,42.30,44.95,3992387
2022-04-25,47.38,49.79,42.00,42.80,4268348
2022-04-26,39.04,42.74,37.21,39.88,3858474
2022-04-27,37.84,39.77,37.52,39.35,2805845
2022-04-28,38.60,38.60,35.51,35.60,3367544
2022-04-29,36.14,38.82,36.00,38.50,3552184
2022-05-05,38.10,43.50,38.01,40.90,3063589
2022-05-06,39.90,43.42,39.51,42.58,2627733
2022-05-09,44.66,46.58,42.58,43.25,2204208
2022-05-10,42.03,44.22,42.03,44.20,1826232
2022-05-11,44.25,47.12,43.78,45.40,2929149
2022-05-12,44.54,45.70,43.98,44.30,1914776
2022-05-13,45.00,45.10,43.02,43.10,1287521
2022-05-16,43.68,44.80,42.30,43.05,1331805
2022-05-17,43.15,43.15,41.10,41.79,1000101
2022-05-18,41.11,42.50,41.11,42.00,630975
2022-05-19,41.35,41.78,40.82,41.39,720973
2022-05-20,41.39,42.51,41.22,42.51,919237
2022-05-23,42.72,46.00,42.51,46.00,2113244
2022-05-24,45.94,46.66,44.31,44.60,1660372
2022-05-25,44.30,51.60,44.30,49.14,3067687
2022-05-26,48.00,49.82,46.70,48.64,2272737
2022-05-27,47.86,48.10,46.10,47.00,1460058
2022-05-30,46.99,47.79,45.92,47.40,936318
2022-05-31,47.35,50.63,47.21,50.50,2145342
2022-06-01,49.86,51.80,49.03,50.19,1732628
2022-06-02,49.76,50.81,48.97,49.41,948313
2022-06-06,49.65,53.54,49.65,52.99,1977597
2022-06-07,52.60,53.83,51.80,52.95,1050136
2022-06-08,53.92,54.53,50.15,53.05,1298524
2022-06-09,53.25,53.96,51.10,51.65,718525
2022-06-10,51.34,53.28,50.72,53.00,957164
2022-06-13,52.67,54.49,52.32,53.76,864781
2022-06-14,53.85,53.86,49.64,51.85,1110251
2022-06-15,51.87,56.99,51.87,55.51,1511603
2022-06-16,55.51,59.99,52.73,53.88,2485732
2022-06-17,52.49,53.54,51.20,53.40,1311639
2022-06-20,53.53,54.88,51.33,53.65,1281285
2022-06-21,53.65,60.80,53.01,56.77,2609704
2022-06-22,54.66,57.50,54.66,55.67,1044764
2022-06-23,55.58,56.80,54.52,55.71,642344
2022-06-24,56.00,56.80,53.66,54.05,1050850
2022-06-27,53.58,54.31,51.52,53.97,1063423
2022-06-28,53.45,55.26,52.56,54.55,569446
2022-06-29,54.52,54.55,52.30,52.72,576155
2022-06-30,52.22,53.50,51.66,52.80,541668
2022-07-01,52.52,53.60,51.21,51.60,726666
2022-07-04,52.00,52.85,50.58,51.30,617530
2022-07-05,52.00,52.00,49.60,50.22,490432
2022-07-06,50.22,50.50,49.50,50.38,290768
2022-07-07,50.58,53.77,49.75,51.80,680069
2022-07-08,52.18,52.96,51.18,52.72,531374
2022-07-11,52.50,54.48,52.30,53.68,783268
2022-07-12,53.88,53.88,49.50,49.70,808955
2022-07-13,49.51,50.06,48.59,49.62,304400
2022-07-14,49.72,51.50,49.48,50.16,388758
2022-07-15,50.18,50.39,48.28,48.33,441049
2022-07-18,48.33,48.90,48.06,48.24,237374
2022-07-19,48.06,48.48,47.00,47.84,318722
2022-07-20,47.61,49.44,47.61,49.31,336083
2022-07-21,49.28,49.88,48.20,49.22,231295
2022-07-22,49.00,49.25,47.80,48.31,385632
2022-07-25,47.63,49.00,47.63,48.14,255112
2022-07-26,49.70,49.99,46.26,48.29,511863
2022-07-27,48.00,50.18,48.00,50.10,505214
2022-07-28,50.28,51.89,49.99,50.13,274112
2022-07-29,50.13,50.88,49.20,50.35,225929
2022-08-01,50.19,52.20,49.27,51.46,513569
2022-08-02,50.00,52.89,49.73,51.70,817283
2022-08-03,51.70,52.77,51.10,51.42,602448
2022-08-04,52.00,52.30,50.10,50.87,345400
2022-08-05,50.00,52.99,50.00,52.92,613900
2022-08-08,53.18,57.78,52.74,57.18,1167648
2022-08-09,57.11,60.25,56.02,56.51,867073
2022-08-10,56.50,57.68,55.56,56.60,453704
2022-08-11,56.66,58.50,56.01,56.99,360800
2022-08-12,56.10,57.15,55.34,56.25,646700
2022-08-15,56.58,56.68,55.10,55.31,319833
2022-08-16,56.33,56.45,54.75,55.05,214633
2022-08-17,55.52,55.52,53.89,54.60,333804
2022-08-18,53.56,65.52,53.56,65.52,1733763
2022-08-19,68.60,70.00,61.49,63.20,1849334
2022-08-22,63.18,65.30,61.81,63.35,973611
2022-08-23,63.40,68.98,63.10,66.50,926287
2022-08-24,66.51,66.64,62.57,64.77,739443
2022-08-25,64.77,67.30,63.54,66.23,730690
2022-08-26,65.97,67.28,64.66,65.68,474200
2022-08-29,65.18,65.66,63.75,64.56,499034
2022-08-30,65.60,66.88,62.00,62.39,664183
2022-08-31,62.87,64.10,60.96,61.33,425302
2022-09-01,62.01,63.46,60.85,62.15,395771
2022-09-02,61.70,73.21,61.70,68.20,1633378
2022-09-05,68.00,70.08,66.01,69.30,1122582
2022-09-06,69.20,69.26,66.65,69.00,491700
2022-09-07,68.80,70.50,67.60,69.67,494418
2022-09-08,69.47,69.71,67.21,68.00,518847
2022-09-09,68.28,71.96,67.15,68.37,493311
2022-09-13,68.83,70.80,67.32,67.98,590000
2022-09-14,66.59,69.10,66.30,68.85,425062
2022-09-15,68.89,69.95,64.71,66.40,626179
2022-09-16,66.43,67.20,64.03,65.14,329301
2022-09-19,64.98,65.78,62.49,64.20,499198
2022-09-20,64.68,65.51,62.15,64.10,242659
2022-09-21,63.80,66.35,62.63,65.24,330997
2022-09-22,64.99,65.42,63.73,63.97,199600
2022-09-23,63.98,63.98,61.66,62.33,380783
2022-09-26,61.08,62.88,60.77,62.20,146337
2022-09-27,62.00,64.68,62.00,64.50,325047
2022-09-28,64.90,65.50,62.68,63.36,283800
2022-09-29,63.10,65.50,62.26,63.30,342400
2022-09-30,63.70,64.25,60.65,63.34,400850
2022-10-10,63.15,65.18,61.14,61.83,542104
